id,title,key
1112,【aCloud】访问server2008虚拟机中数据库慢,数据库	延迟	访问	反馈	数据	客户	c盘	环境	环境变量	环境模拟
1113,【AC】终端自注册收不到验证码,注册	收不到	验证码	终端	开启	环路	玩转	环回口	环境	环境变量
1114,【IPSEC】VPN连接不上：腾讯QQ源端口和PDLAN软件有冲突,腾讯	连不上	发生	绑定	冲突	软件	端口	不上	错误	连接
1115,【WOC】SANGFORVPN隧道内NAT不生效：分支本地子网未添加,隧道	网段	分支	生效	子网	运行	添加	不通	状态	总部
1116,【HCI】windows客户体验改善计划，导致虚拟机自动重启,重启	自动	改善	体验	计划	任务	关机	进程	融合	操作
1117,【IPSEC】VPN互访异常：内网权限错误配置成缺省拒绝,分支	缺省	总部	互访	权限	拒绝	无法访问	建立	异常	错误
1118,【AF】安全运营中心提示修改规则库,运营	中心	规则	修改	风险	防护	业务	提示	策略	用户
1119,【AC】SANGFOR VPN对接失败——WEBAGENT填写错误,环境设备	对接	下图	填写	失败	实验	截图	公司	错误	报错
1120,【IPSEC】标准IPSEC数据不通，对端没有放通本端网段导致,数据	不通	对接	本端	设备	放通	对端	隧道	单臂	标准
1121,【AC】内网某电脑访问不了AC控制台--同电脑虚拟网卡地址冲突,电脑	控制台	内网	地址	访问	网卡	冲突	端口	不通	虚拟
1122,【AC】上架AC后存在丢包,上架	核心	存在	下架	拓扑	路由器	网桥	网络	模式	地址
1123,【AF】WEB应用防护日志导出的数量远低于报表里之勾选了日志归并,导出	防护	报表	应用	月度	归并	总攻击	低于	单独	数量
1124,【aCloud】监控中心给windows虚拟机添加性能监控时报错，提示未给虚拟设置凭证,监控	凭证	性能	中心	添加	设置	虚拟	时报	提示	报错
1125,【AC】旁路模式审计不到数据——部署模式配置错误导致,模式	审计	数据	不到	错误	部署	导致	配置	c盘	现场
1126,【aDesk】虚拟机网卡ping任意ip报错一般故障,任意	网卡	故障	报错	爆破	现放通	环境	环境变量	环境模拟	环境设备
1127,【AC】升级报错——需要退出SC,升级	最新	退出	时报	需要	报错	班级	环境变量	环境模拟	环境设备
1128,【aDdesk】登录虚拟机提示所在用户组已达最大在线用户限制,最大	用户组	限制	登录	用户	提示	c盘	环路	环境	环境变量
1129,【WOC】Windows域加入失败：域名配置错误,加入	截图	总部	成功	实验	域名	案例	错误	服务器	失败
1130,【aDesk】虚拟存储修改配置时，提示“主机IP地址被占用，请更换”,修改	更换	虚拟存储	占用	ip地址	扩容	单台	配置	提示	现成
1131,【SSL】访问VPN页面显示200 OK,页面	显示	访问	用户名	密码	登录	现成	环境变量	环境模拟	环境设备
1132,【SSL】iOS使用封装的应用，VPN能接入，APP访问提示网络未连接，请检查网络,网络	封装	检查	接入	应用	连接	访问	使用	提示	用户
1133,【WOC】登录控制台异常：不在允许的IP列表范围内,允许	登录	范围	控制系统	特定	合法	列表	管理员	终端	限制
1134,【AF】流控不生效，但是配置平移到AC上流控就没有问题,流控	平移	核心	测试	配置	服务器	出口	负载	混合	问题
1135,【AC】免认证绑定关系被删除--勾选了【自动删除过期的免认证绑定关系】,认证	绑定	关系	删除	上线	勾选	后处理	账号密码	用户名	输入
1136,【AC】密码认证提示绑定关系校验失败--mac地址排除列表没有填三层交换机的MAC,关系	校验	绑定	认证	失败	排除	列表	交换机	提示	密码
1137,【WOC】报表中心打不开：出口设备端口映射不生效,报表	中心	公网	打开	场景	映射	打不开	单臂	端口映射	实验
1138,【SSL】发布远程桌面资源，配置应用启动程序，无法正常弹出程序,远程桌面	程序	资源	发布	点击	正常	无法	启动	截图	应用
1139,【AC】钉钉图片发送过去无法点击查看,图片	发送	点击	查看	钉钉	目的	无法	内容	识别	限制
1140,【AC】微信连wifi认证不成功,微信	错误代码	成功	认证	查看	c盘	玩游戏	玩转	环回口	环境
1141,【AF】会话排行和并发数不一致,并发	排行	数目	会话	连接数	一致	现需	现象	环境	理论
1142,【WOC】升级后WOC报表打不开：报表端口变化导致出口设备端口映射异常,报表	公网	升级	版本	变化	场景	映射	中心	打不开	端口映射
1143,【AC】内置应用规则被禁止导致策略不生效,禁止	生效	淘宝	内置	规则	应用	策略	导致	访问	现场
1144,【aDesk】500盒子接带音频的HDMI接口的显示器播放没有声音,音频	播放	接带	声音	盒子	接口	显示器	显示	设备	现已
1145,【AC】网监对接，日志报错（虚拟身份字段长度错误）,网监	身份	错误	对接	虚拟	校验	格式	上传	平台	报错
1146,【AC】工具通过公网地址连接不上设备,公网	不上	地址	连接	设备	工具	使用	电脑软件	现象	电话
1147,【AD】做了双向地址转换后内网没法通过公网地址访问内网服务,地址	双向	转换	公网	服务	没法	内网	提供	访问	反馈
1148,【AC】网桥模式密码认证弹不出认证界面  --防火墙规则导致,认证	弹不出	网桥	输入	界面	密码	模式	能够	手动	规则
1149,【AC】替换单点登录脚本文件失败--改名解决,脚本	替换	路径	单点	原文件	改名	文件	放在	发现	文件夹
1150,【AF】用户管理中扫描IP导入提示新增用户失败之用户数超上限,扫描	导入	上限	用户数	用户	新增	管理	范围	名称	超过
1151,【aDesk】虚拟机删除个人盘后，开机提示“位置不可用”,不可	位置	删除	开机	派生	引用	提示	需要	环境设备	环回口
1152,【AC】升级设备不成功--内网ospf环境，升级过程中停止服务没有路由导致,升级	停止	升级包	过程	加载	一直	路由	服务	网络	环境
1153,【AC】拒绝了网页版微信不成功  --自定义应用导致,微信	网页	能够	自定义	权限	限制	拒绝	应用	上网	策略
1154,【SSL】内网PC无法上网：DHCP“分配的网口”选择错误,上网	内网	分配	无法	代理	选择	ip地址	自动	获取	网关
1155,【AC】设备无法激活，提示“服务器通信失败”,激活	验证码	获取	设备	手机号码	网络连接	服务器	稍后	响应	失败
1156,【AC】会议室二维码认证上线用户名非输入的用户名,用户名	会议室	二维码	上线	输入	认证	现场	环境	环境变量	环境模拟
1157,【AC】全网行为管理禁止使用非法网关导致上网失败,禁止	网关	管理策略	导致	断网	全网	使用	行为	功能	管理
1158,【AC】用户上网被设备拒绝，但是设备没有产生拒绝日志,拒绝	产生	上网	设备	行为	用户	监控	现需	现象	瑞星
1159,【IPSEC】标准IPSEC建立失败：出口AF源地址转换配置错误,标准	出口	对接	测试	成功	源地址	替换	转换	单臂	建立
1160,【AC】内置数据中心应用流量排行显示的种类不多,排行	流量	种类	数据中心	应用	对比	显示	实际	行为	内置
1161,【AC】AD域脚本单点登录变成深信服转发上线--未添加外部认证服务器,转发	脚本	上线	单点	变成	信服	认证	登录	用户	方式
1162,【AC】QQ发送文件审计不到,发送	审计	文件	不到	现状	环境变量	环境模拟	环境设备	环路	现场
1163,【AC】配置了高可用性，但是首页双机状态提示未启用,机状态	高可用性	启用	配置	所示	提示	现已	环境	环境变量	环境模拟
1164,【AC】使用API开放接口【获取吞吐量】失败,开放	接口	读取	吞吐量	文档	使用	失败	流量	获取	测试
1165,【AC】AC在线用户列表看不到用户认证方式,用户	列表	看不到	方式	认证	现场	环回口	环境	环境变量	环境模拟
1166,【aDesk】访问共享桌面谷歌浏览器访问不了网络,桌面	浏览器	网络	访问	玩转	环回口	环境	环境变量	环境模拟	环境设备
1167,【AC】上行带宽上不去-光猫网口模式限制,上行	带宽	光猫	限制	模式	现已	环回口	环境	环境变量	环境模拟
1168,【AC】规则库无法更新--代理服务器不可用,更新	规则	代理服务器	不可	反馈	客户	失败	无法	c盘	环路
1169,【aDesk】虚拟机加入域时提示找不到网络路径,路径	加入	网络	不到	提示	失败	c盘	现场	环境变量	环境模拟
1170,【AC】结合钉钉做认证不成功,认证	成功	分支	总部	客户	正常	现已	环境	环境变量	环境模拟
1171,【acloud】和信锐的交换机做聚合网络不通,聚合	交换机	新锐	不通	网络	企业	端口	班级	现场	环境变量
1172,【AC】数据中心查询不到日志-系统时间问题,查询	数据中心	不到	时间	内置	问题	系统	现需	环境设备	理论
1173,【acloud】超融合内部虚拟机之间拷贝慢,拷贝	融合	拷贝到	维持	桥接	共享	交换机	反馈	虚拟	用户
1174,【AC】登录设备提示登陆组件加载失败,登陆	组件	账号密码	登录	设备	加载	输入	页面	控制台	打开
1175,【SSL】发布l3vpn资源，tracert 测试显示*号，没有发布icmp协议导致,发布	资源	测试	发现	协议	路由	显示	导致	登录	用户
1176,【WOC】SANGFOR VPN内网互访存在丢包，公网丢包导致,总部	存在	分支	内网	互访	业务	ip地址	截图	公网	建立
1177,【AC】iwa单点登录设备加入域不成功--域控未开启SMBv1导致,加入	单点	登录	提交	开启	成功	导致	失败	设备	配置
1178,【aDesk】应用管控控件一直提示需要更新,管控	控件	更新	一直	应用	需要	提示	班级	环路	环境
1179,【SSL】SSL VPN被检测到漏洞： http 头 Hostname 攻击,漏洞	攻击	检测	版本	设备	用户	c盘	环路	环回口	环境
1180,【AD】对特定的http服务跳转为https,服务	转为	需要	满足	特定	要求	跳转	允许	环境	环境变量
1181,【SSL】企业微信连接VPN提示：钉钉免登陆认证失败,企业	拉起	微信	应用	中弹	钉钉免	做到	用户	后台	认证
1182,【AF】通过ssl vpn访问AF的控制台异常之可管理IP地址未放通,管理	资源	控制台	访问	放通	直通	ip地址	发布	异常	打开
1183,【AC】web关键字过滤失败,关键字	过滤	搜索引擎	搜索	失败	现成	环境	环境变量	环境模拟	环境设备
1184,【AC】用户密码认证报错“用户未启用本地密码”,密码	启用	用户	报错	认证	现已	环回口	环境	环境变量	环境模拟
1185,【AF】PDLAN程序打不开之程序安装异常,程序	程序安装	起不来	打不开	运行	服务	电脑	控制台	异常	使用
1186,【AC】审计网页版QQ邮箱发送附件失败,附件	网页	邮箱	邮件	发送	审计	成功	失败	c盘	现已
1187,【aCloud】acmp分配云主机，显示组织为空,组织	分配	实际上	显示	创建	现放通	环境模拟	环境设备	环路	现场
1188,【AC】病毒导致MAC变动认证丢包,变动	病毒	内网	上网	导致	认证	无法	环境	环境变量	环境模拟
1189,【SSL】IOS封装失败，失败原因提示不支持直接从AppStore下载的应用,封装	失败	原因	支持	下载	应用	提示	c盘	现成	环境模拟
1190,【SSL】用户无法修改认证选项和接入策略,选项	修改	接入	策略	认证	继承	取消	无法	用户	环路
1191,【AC】上网策略关联不成功,策略	上网	一段时间	用户	匹配	网站	异常	发现	成功	导致
1192,【aDesk】盒子批量加电无法自启,加电	盒子	关机	启用	机后	自启	机关	批量	一体化	断电
1193,【AC】AC4.2和12.0.18 VPN对接成功，数据不通,数据	不通	对接	成功	c盘	现场	环境	环境变量	环境模拟	环境设备
1194,【HCI】aCMP上有虚拟网络设备提示未授权,上有	网络设备	授权	虚拟	提示	现已	环境变量	环境模拟	环境设备	环路
1195,【AC】如何修改单点登录失败后跳转的内置界面,跳转	内置	单点	修改	界面	去掉	登录	失败	需要	客户
1196,虚拟机磁盘无法分配10T空间,空间	分配	磁盘分区	新增	只能	无法	操作	磁盘	进行	系统
1197,【AF】巡检不合格提示/usr/sbin/ha_down文件不存在或被修改,合格	巡检	修改	存在	文件	提示	c盘	现放通	环境设备	环路
1198,【AF】AF8.0.17策略路由不生效,路由	策略	生效	版本	配置	c盘	现场	环回口	环境	环境变量
1199,【AC】VPN不稳定时断时续,时断时续	稳定	丢包	情况	玩转	环回口	环境	环境变量	环境模拟	环境设备
1200,【AF】地址转换没有端口转换为窗口选项,转换	端口	地址	选项	现已	环回口	环境	环境变量	环境模拟	环境设备
1201,【AF】升级报错提示：该升级包为非法升级包！,升级包	升级	解析	提示	错误	报错	现已	环境	环境变量	环境模拟
1202,【aDesk】使用东华软件his系统调用ICPACS程序报错ICPACS已停止运行工作,东华	工作	调用	停止	程序	软件	运行	系统	报错	使用
1203,【AD】链路调度失败的动作配置错误导致部分网站无法访问,网站	访问	动作	调度	百度	失败	链路	无法访问	部分	公司
1204,【AC】跨三层取mac获取不到对应信息,获取	对应	信息	部分	不到	列表	点击	查看	服务	发现
1205,【AD】AD安全之常见WAF功能配置之跨域防护,跨域	相同	协议	交互	端口	防护	功能	域名	出于	认为
1206,【AC】放通企业微信软件更新,企业	微信	更新	软件	现放通	下放	前提	应用	放通	权限
1207,【AC】关键字过滤不生效--自定义应用导致,关键字	过滤	生效	自定义	应用	导致	c盘	现已	环回口	环境
1208,【AC】用户认证失败--使用“用户认证故障排查”功能快速定位,用户	认证	定位	快速	排查	失败	故障	直通	功能	网站
1209,【aDesk】Win10压缩磁盘卷时提示无法启动服务,压缩	启动	磁盘	服务	相关联	原始	无法	禁用	提示	系统
1210,【AC】AC系统日志同步给syslog服务器时，设备名为localhost,名称	同步	运行日志	设备	名为	服务器时	希望	自定义	系统日志	注销
1211,【aDesk】重建新的VDC授权序列号填上去显示无效,序列号	无效	重新	填上去	填入	重建	故障	授权	软件	一直
1212,【aCloud】SQL Server备份，提示BackupDiskFile::CreateMedia 无法create 操作系统错误5（拒绝访问）,备份	查看器	事件	文件夹	不足	操作系统	具体	指定	数据库	权限
1213,【AC】配置导入失败--网络服务超限,导入	超限	网络服务	备份	配置	版本	报错	失败	设备	玩转
1214,【IPSEC】内网PC无法上网：DHCP“分配的网口”选择错误,内网	上网	分配	无法	选择	ip地址	自动	获取	错误	现场
1215,【WOC】加速无效果：加速客户端地址配置成总部WAN口导致,加速	总部	建立	分支	效果	衰减	率为	成功	隧道	单臂
1216,【SSL】通过封装的APP下载的应用无法安装,应用	封装	下载	下载安装	安装	具有	需要	完成	过程	解析
1217,【AC】脚本单登陆失败-内网有代理服务器,登陆	脚本	单点	代理服务器	成功	账号	内网	失败	用户	班级
1218,【AF】内网终端随机出现无法上网情况，终端上换个ip就能恢复上网,终端	随机	上网	情况	上换	出现	更换	恢复	无法	反馈
1219,【IPSEC】标准IPSEC建立失败：华为防火墙第二阶段感兴趣流配置错误,标准	防火墙	建立	感兴趣	错误	成功	失败	配置	环境设备	玩转
1220,【AD】AD安全之常见WAF功能配置之HOST头部攻击防护,头部	攻击	漏扫	安全漏洞	常见	漏洞	场景	工具	负载	防护
1221,【SSL】证书吊销导致VPN登录不上,证书	吊销	网站	信任	登录	设备	导入	出现	不上	导致
1222,【AC】上网策略不生效-数据走ipv6导致,生效	上网	新浪	控制	禁止	权限	数据	策略	发现	导致
1223,【AC】单点登录勾选自动录入到本地组织结构之后没有录入成功,录入	结构	组织	勾选	单点	自动	成功	登录	c盘	环境变量
1224,【AC】外置数据中心无法登录的一种情况,外置	数据中心	无法	情况	打开	登录	c盘	现场	环境	环境变量
1225,【AC】认证前权限放通淘宝不生效,淘宝	认证	天猫	购物	重定向	放通	实现	允许	权限	网站
1226,【WOC】WOC流控策略不生效，排除IP地址导致,带宽	流控	策略	测速	速度	运营商	排除	工具	限制	ip地址
1227,【AC】认证界面打开异常--浏览器缓存导致,界面	缓存	认证	手动	无法访问	浏览器	异常	打开	导致	访问
1228,【SSLVPN】用户登陆SSLVPN后获取不到虚拟IP，访问资源异常,登陆	获取	资源	虚拟	用户	ip地址	无法访问	反馈	查看	状态
1229,【SSL】控制台无法更新VSSL授权,授权	更新	控制台	地方	已过期	选项	看到	无法	配置	现场
1230,【aDesk】Wacom CTL6100型号数位板映射到虚拟机内部后无法使用,数位	型号	设备	映射	开始菜单	数字签名	感叹号	验证	管理器	属性
1231,【AD】外网通过负载解析出了智能DNS没有配置的域名,智能	解析	地址	网络接口	配置	注意	监听	指向	能够	负载
1232,【aDesk】虚拟机使用IE浏览器登录医保网页报错,创建对象	对话框	结算	浏览器	报错	使用	登录	用户名	网页	网站
1233,【WOC】WOC的连接管理不能配置，集中管控配置错误信息导致,管理	配置	集中	增加	连接	管控	按钮	导致	设备	无法
1234,【AC】用户绑定关系导入失败,关系	绑定	导入	模版	示例	失败	用户	现成	环境变量	环境模拟
1235,【AC】短信认证认证策略绑定Mac并免认证但是自动录入的用户绑定关系是免认证且限制登录,绑定	认证	关系	限制	却是	策略	录入	目的	登录	短信
1236,【AF】sslvpn无法访问资源之系统故障日志报错[PIPD]create tcp listener failed!pipd should be restart,无法访问	资源	拨入	内网资源	系统故障	发布	获取	虚拟	地址	报错
1237,【SSL】通过使用谷歌浏览器批量添加host不成功,批量	添加	浏览器	成功	使用	只能	导入	环境变量	环境模拟	环境设备
1238,【AC】做了密码认证，用户连上网络可以直接上网,认证	网络	密码	上网	不弹	用户	页面	需要	设备	现象
1239,【aCloud】CentOS7下安装Oracle 11g，弹窗不显示或者显示太小,弹窗	太小	安装	显示	继续	执行	脚本	软件	反馈	报错
1240,【WOC】WOC控制台看不到VPN模块,模块	控制台	现象	看不到	不到	现场	玩转	环回口	环境	环境变量
1241,【AC】告警邮件发送不成功,邮件	发送	告警	成功	测试	配置	c盘	现成	环境变量	环境模拟
1242,【WOC】SANGFORVPN建立失败：4009端口被占用,建立	报错	占用	失败	端口	公司	分支	总部	c盘	环境变量
1243,【WOC】全球加速服务解绑失败，设备上不了网导致,全球	解绑	服务	加速	解除	失败	状态	导致	设备	理想
1244,【HCI】SUSE Linux迁移到超融合后提示找不到磁盘,迁移	停留	尝试	融合	启动	磁盘	开启	环境	不到	服务器
1245,【AC】如何在弹出禁止页面后跳转到其他域名,弹出	禁止	跳转	域名	页面	实现	需要	客户	环回口	环境
1246,【AC】升级客户端升级提示磁盘已满,升级包	升级	磁盘	客户端	解析	提示	错误	使用	畅通	现场
1247,【aCloud】归档模式下Oracle RAC加错表空间数据文件恢复,加错	归档	空间	空间数据	文件	模式	加到	扩容	恢复	类型
1248,【aCoud】acmp更换cdp序列号后导致授权丢失,更换	丢失	序列号	授权	系统管理员	技术支持	持续	繁忙	刷新	导致
1249,【aDesk】VMP从5.3.8升级538R1，打升级前检测包提示：升级失败,升级	失败	合法性	校验	检测	提示	版本	现放通	环境设备	环路
1250,【AC】设备启动过程中接口会频繁up、down,飞塔	思科	设备	交换机	网桥	重启	防火墙	接口	运行机制	呈现
1251,【SSL】使用Excel文件导入用户显示乱码,乱码	导入	文件	显示	使用	用户	控制台	c盘	环境变量	环境模拟
1252,【aDesk】教师机点击屏幕广播，报错提示：“VDEduShell已停止工作”,屏幕	工作	广播	停止	教师	点击	报错	提示	班级	环路
1253,【aCloud】SANGFOR converter.exe工具安装之后界面显示不全,界面显示	工具	安装	具体	公司	环回口	环境	环境变量	环境模拟	环境设备
1254,【AD】双机集群，链路离线之后没有自动切换,链路	切换	离线	到备	双机	集群	自动	环境	环境变量	环境模拟
1255,【AD】智能路由配置不合理，导致域名解析失败，打开网址异常,不合理	网址	域名解析	智能	路由	异常	打开	导致	失败	配置
1256,【acloud】虚拟机开机输入密码提示帐号被禁用,帐号	禁用	开机	输入	密码	提示	环境设备	玩转	环回口	环境
1257,【SSL】访问远程应用用友软件需统一修改日期格式,格式	用友	统一	修改	远程	改为	应用	协助	访问	软件
1258,【AD】ACL实现只允许特定的IP访问业务地址，配置后未生效,实现	允许	发起	地址	特定	访问	效果	要求	配置	端口映射
1259,【AC】添加网口IP，提交提示LAN口设置错误,提交	添加	设置	错误	提示	爆破	环路	环回口	环境	环境变量
1260,【LAS】日志源列表停用导致日志列表中不显示新日志,列表	一直	采集	停用	显示	收到	设备	发送	所示	控制台
1261,【SSL】iOS手机安装awork提示：描述文件安装失败,安装	有效	描述	负载	手机	文件	失败	匹配	提示	环境
1262,【AC】升级客户端升级提示找不到updhistory.sh,升级	不到	客户端	提示	现放通	环境变量	环境模拟	环境设备	环路	现场
1263,【AF】应用控制策略不生效的一种情况,区域	透明	出口	应用	控制策略	核心	负载	情况	部署	服务器
1264,【SSL】IOS手机访问不资源，url后缀符号配置#导致,手机	资源	访问	符号	后缀	发布	截图	域名	不到	导致
1265,【SSL】VPN设备添加本地子网失败,子网	添加	找到	设备	网页	失败	无法	提示	c盘	现已
1266,【AD】新建VPN连接失败或连接后存在丢包,连接	存在	交互	失败	链路	现象	指定	业务	出口	导致
1267,【AC】腾讯会议无法使用的一种可能,会议	腾讯	网络故障	无法	加入	登陆	使用	提示	物理	版本
1268,【AF】AF拦截正常的业务访问，日志识别为信息泄露攻击,泄露	拦截	业务	信息	访问	攻击	情况	识别	无法访问	查看
1269,【AF】巡检不合格提示/usr/sbin/import_malice_url.py被修改或不存在,合格	巡检	提示	修改	存在	c盘	环境变量	环境模拟	环境设备	环路
1270,【aDesk】终端服务器测试连接失败，提示“连接终端服务器失败，可能是端口配置错误或者网络有问题”,终端服务器	端口配置	连接	失败	问题	网络	测试	错误	提示	环境设备
1271,"【aCloud】P2V迁移虚拟机，提示""不支持系统中存在磁盘ID相同的磁盘""",磁盘	支持系统	相同	迁移	存在	时报	工具	检查	提示	环境
1272,【AF】AF的安全感知系统功能无法配置,感知	系统	设置	配置	无法	功能	接入	发现	现场	环境
1273,【AC】页面定制设置默认勾选已读免责声明,声明	免责	勾选	定制	默认	阅读	条款	同意	页面	不想
1274,【AC】脚本方式单点登录，手动执行脚本，单点登录不成功--用户上网数据不经过AC导致,脚本	单点	执行	手动	登录	参数	用户	方式	终端	上线
1275,【AC】导出IP/MAC 列表添加描述信息后，再次导入提示失败,导入	导出	描述	列表	信息	添加	再次	失败	提示	成功
1276,【AF】配置了ssl解密，但测试仍无WAF日志告警之区域选择错误,站点	告警	区域	配置	防护	查询	选择	功能	测试	应用
1277,【IPSEC】MIG设备4G拨号不成功：运营商电话卡异常,拨号	电话卡	信号	接到	成功	网线	运营商	设备	异常	显示
1278,【AC】abos外网线路配置一直报wan口设置错误,外网	一直	线路	设置	错误	配置	c盘	环回口	环境	环境变量
1279,【IPSEC】使用KEY登入PDLAN不成功：DKEY驱动未安装,登入	成功	使用	驱动	信息	安装	连接	客户	正常	环境模拟
1280,【AD】每隔一个小时产生ip冲突告警,每隔	小时	冲突	告警	产生	显示	现成	环境变量	生产	环境模拟
1281,【AC】思科和AC做第三方VPN对接不起来,思科	对接	c盘	现场	玩转	环回口	环境	环境变量	环境模拟	环境设备
1282,【SSL】7.6.8升级7.6.8R1提示：请检查网络配置和封装平台配置是否正确，或联系深信服技术支持团队处理,团队	技术支持	信服	联系	处理	封装	是否	配置	检查	平台
1283,【AC】公网无法登录设备,登录	公网	设备	无法	路由	部署	正常	环境设备	玩游戏	玩转
1284,【AC】跨三层取MAC不生效排查,上线	较长时间	等待	认证	排查	部分	生效	需要	发现	正常
1285,【SSL】登录vpn后打开outlook邮箱显示已断开,邮箱	断开	登录	放开	打开	显示	包含	全部	已经	端口
1286,【AC】短信认证配置好以后，测试发短信一下收到四条一样的短信,短信	收到	测试	认证	配置	发送	服务器	环路	环回口	环境
1287,【SSL】登录SSL VPN时提示Windows无法找到,找到	登录	无法	提示	页面	打开	报错	现已	环境	环境变量
1288,【AC】QQ群文件列表显示空白,空白	列表	文件	显示	权限	上网	策略	发现	用户	环境模拟
1289,【aCloud】控制台登录提示“您的登录频率超过限制”,频率	登录	超过	限制	控制台	提示	现状	现放通	率为	班级
1290,【aDesk】vGPU授权we控制台地址和端口8080都通，但无法登录,授权	端口	控制台	地址	登录	无法	c盘	现场	环回口	环境
1291,【aDesk】windows虚拟机报错提示“windows检测到IP地址冲突”,检测	冲突	ip地址	现象	故障	所示	报错	提示	现成	环境变量
1292,【AC】非admin账号打开安全状态页面报错,账号	详情	报错	查看	状态	页面	上网	打开	使用	班级
1293,【AC】如何实现拒绝网页的文件上传,帖子	上传	回复	文件	描述	拒绝	发帖	论坛	带有	影响
1294,【SSL】需要实现登陆EasyConnect后，通过内网代理服务器上公网,代理服务器	登陆	需求	完成	实现	网站	公网	内网	需要	配置
1295,【AF】直通日志提示“Authorize drop the packets”,直通	正常	提示	内网	上网	服务器	无法	c盘	现成	环境模拟
1296,【IPSEC】标准IPSEC配置：第一阶段“线路出口”处无可选的线路,线路	无可	标准	出口	配置	对接	现场	环回口	环境	环境变量
1297,【AC】SANGFORVPN连接失败：网口配置错误,连接	查看	建立	分支	总部	错误	失败	配置	提示	c盘
1298,【AC】苹果电脑安装SSL证书,苹果电脑	证书	安装	现成	环回口	环境	环境变量	环境模拟	环境设备	环路
1299,【AC】脚本单点登录注销不成功--sinforip格式错误导致,单点	登录	脚本	注销	上线	环境	成功	格式	账号	实现
1300,【AC】网监对接，日志报错（经纬度为空）,经纬度	网监	对接	报错	参数	格式	平台	c盘	现场	环境
1301,【WOC】PDLAN访问总部内网异常：虚拟IP池和总部内网服务器IP冲突导致,服务器	总部	访问	不到	内网	网络拓扑	冲突	公网	网关	虚拟
1302,【AC】AC通过AC自己对接的VPN通道加入总部SC不成功,通道	加入	对接	总部	成功	现已	环境	环境变量	环境模拟	环境设备
1303,【SSL】分布式集群发现从节点调度用户为0,节点	调度	分布式	地点	集群	用户	发现	设备	地方	部署
1304,【AD】虚拟服务有9条，但是报表中虚拟服务统计只显示1条,服务	虚拟	统计	报表	访问量	想看	次数	访问	创建	只能
1305,【WOC】WOC多线路线路标签无法修改,线路	标签	保存	策略	删除	更新	选路	引用	出错	运营商
1306,【AF】AF配置DHCP，内网部分用户断网，断网电脑随机不固定,断网	电脑	部分	网关	随机	固定	直通	路由	部署	服务器
1307,【AF】第三方标准IPSec异常中断，系统故障日志提示：对端第二阶段配置了基于流量的生存期,生存期	系统故障	对端	标准	流量	建立	成功	正常	使用	配置
1308,【AC】VPN连接不上--webagent配置不一致,不上	连接	一致	总部	报错	设备	配置	环境设备	玩游戏	玩转
1309,"【aDesk】用户关联了策略组,在策略组里面查看不到域用户",策略	用户	查看	不到	c盘	现场	玩转	环回口	环境	环境变量
1310,【AC】在线用户数明显小于实际用户数，用户在线时长为0,用户数	时长	明显	小于	实际	用户	刷新	不断	列表	交换机
1311,【AC】审计不到访问百度的行为--URL审计过滤策略排除导致,百度	行为	审计	访问	过滤	排除	不到	策略	导致	用户
1312,【SSL】内网PC通过出口公网IP访问不到内网服务器，未勾选允许从LAN口访问导致,服务器	访问	公网	不到	内网	网络拓扑	设备	核心	允许	勾选
1313,【aCloud】虚拟机界面显示内存100%,内存	实际	看到	界面	详情	任务	界面显示	管理器	企业	优化
1314,【aDesk】部署云盘后，虚拟机登录后识别不到个人盘,云盘	识别	登录	不到	部署	服务器	无法	配置	版本	现放通
1315,【acloud】超融合新添加主机，扩容虚拟存储卷失败,扩容	虚拟存储	融合	添加	失败	现成	环境变量	环境模拟	环境设备	环路
1316,【AC】两个域中，一个安全组用户关联策略快，一个关联策略慢,策略	匹配	很快	用户	修改	对接	现场	环回口	环境	环境变量
1317,【WOC】WOC升级9.5.3失败，加速证书勾选SSLv2协议导致,升级	协议	支持	数字证书	升级包	版本升级	加速	优化	失败	设备
1318,【AC】开启SSL内容识别之后qq邮箱无法下载,邮箱	内容	下载	识别	附件	开启	无法	c盘	环境设备	玩转
1319,【AC】内网新增一个网段无法访问网络,新增	网段	无法访问	网络	c盘	现场	环回口	环境	环境变量	环境模拟
1320,【AC】本地用户在线用户上网策略和组织结构上网策略匹配不一致,上网	匹配	策略	本地用户	组织	一致	用户	结构	限制	环境变量
1321,【AC】微信认证强制关注不生效---ip不在白名单测试方法,关注	强制	微信	测试方法	认证	测试	生效	提示	现象	环境设备
1322,"【AC】用户导入失败-用户名带有特殊字符“,”或者‘/’",导入	特殊字符	带有	失败	用户	用户名	部分	现已	环境变量	环境模拟
1323,【AC】内置数据中心查询所有日志无法查到用户行为记录,行为	查询	记录	内置	数据中心	用户	分析	能够	无法	c盘
1324,【aCloud】一键检测到主机使用了交换分区空间,交换	一键	分区	检测	告警信息	空间	使用	告警	现场	环境
1325,【AC】12.0.18版本，微信网页版审计不到日志--SSL解密全局排除导致,版本	审计	微信	网页	不到	全局	排除	导致	现场	环境
1326,【IPSEC】内网部分PC无法上网：同时配置了DHCP和IPMAC认证,部分	上网	无法	出现	认证	配置	环回口	环境	环境变量	环境模拟
1327,【aDesk】苹果电脑对sangfor证书不受信任导致下载VDI客户端会重复下载不成功,下载	客户端	苹果电脑	重新安装	重复	苹果	成功	反复	信任	操作系统
